Activity.Therapeutic area_Immunology,Activity.Therapeutic area_Neurology,Activity.Therapeutic area_Others,Project.Legal entity (Plant)_BE11,Project.Legal entity (Plant)_CN01,Project.Legal entity (Plant)_DE10,Project.Legal entity (Plant)_GB01,Project.Legal entity (Plant)_JP01,Project.Legal entity (Plant)_Others,Project.Legal entity (Plant)_US05,Project.Responsibility_Medical Affairs.1,Project.Responsibility_Others,Project.Responsibility_PVU Immunology,Project.Responsibility_PVU Neurology,Project.Responsibility_PVU New Medicines,Project.Responsibility_SPEAR,Project.Impact on patient_Direct impact on patients,Project.Impact on patient_Others,Project.Impact on patient_false,Project.R&D Priority_Core,Project.R&D Priority_Focused,Project.R&D Priority_Platinum,Project.R&D Priority_false,Activity.Number of patients,Activity.Number of sites,Activity.Nb of target countries,Activity.Duration,indication,OUTPUT
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,200.0,40.0,1.0,969120.0,2,22.8
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,540.0,8.0,1.0,1268640.0,1,2.0
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1082.0,40.0,1.0,2615040.0,1,3.28125
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,2947680.0,1,1.375
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,200.0,40.0,1.0,2946240.0,1,15.84375
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,200.0,200.0,1.0,9745920.0,2,40.95
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,550.0,150.0,1.0,2499840.0,1,9.95675
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,188.0,20.0,1.0,2233440.0,1,11.83125
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,300.0,100.0,1.0,3422880.0,1,2.5
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2000.0,1.0,1.0,3725280.0,1,0.6875
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,400.0,40.0,5.0,1117440.0,2,29.405
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,106.0,47.0,15.0,2643840.0,2,79.26475
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,15.0,3.0,1.0,1876320.0,1,1.9375
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,120.0,55.0,2.0,2678400.0,1,7.90625
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,50.0,30.0,5.0,1127520.0,1,0.5
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,500.0,20.0,20.0,3093120.0,2,89.2375
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,200.0,40.0,2.0,2363040.0,1,9.0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1000.0,1.0,1.0,4658400.0,2,29.40625
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,14.0,1.0,1.0,1497600.0,1,2.25
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,678.0,104.0,5.0,2237760.0,2,71.3425
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1000.0,65.0,1.0,3263040.0,1,2.625
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,50.0,15.0,1.0,845280.0,1,17.1
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,175.0,85.0,15.0,5480640.0,3,229.819923
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,126.0,12.0,1.0,3441600.0,1,2.459
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2000.0,1.0,1.0,3859200.0,1,1.875
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,250.0,10.0,1.0,2720160.0,1,5.65
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1252800.0,2,78.475096
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,40.0,6.0,1.0,3507840.0,2,49.0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,200.0,70.0,3.0,3108960.0,1,3.625
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,150.0,50.0,15.0,2831040.0,3,110.75862
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,727.0,148.0,1.0,2525760.0,1,11.15
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,780.0,150.0,3.0,2645280.0,2,76.072797
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,780.0,150.0,3.0,1887840.0,2,53.735632
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1641600.0,2,35.570881
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,100.0,90.0,4.0,1857600.0,1,1.15
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,390.0,124.0,10.0,2476800.0,1,7.41
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,30.0,20.0,8.0,1205280.0,1,3.197674
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,160.0,70.0,8.0,1563840.0,1,5.0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1080.0,150.0,20.0,2069280.0,2,21.123372
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,4404960.0,2,21.839847
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1000.0,250.0,20.0,1843200.0,1,12.829119
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,3522240.0,1,19.31954
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,116.0,100.0,20.0,1275840.0,1,11.632184
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,800.0,130.0,18.0,4314240.0,2,20.870498
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,36.0,1.0,1.0,1015200.0,1,3.54023
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,849600.0,1,3.051341
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1500.0,500.0,20.0,2201760.0,1,18.358621
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28.0,1.0,1.0,851040.0,1,3.177778
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,849600.0,1,3.72567
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,2244960.0,2,21.291954
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,135.0,80.0,12.0,1761120.0,1,5.116475
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,36.0,7.0,3.0,1579680.0,1,6.79387
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,24.0,1.0,1.0,849600.0,1,3.72567
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,85.0,40.0,1.0,3041280.0,1,14.451724
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1123200.0,1,1.896552
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,450.0,99.0,23.0,1686240.0,1,17.625287
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,500.0,100.0,25.0,2206080.0,1,13.874329
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,200.0,40.0,1.0,1051200.0,1,4.8551720000000005
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,75.0,40.0,1.0,1612800.0,1,16.032184
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,40.0,40.0,6.0,3327840.0,1,12.036782
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,300.0,100.0,1.0,3595680.0,1,6.928736
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1287360.0,1,5.141762
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,200.0,40.0,1.0,1065600.0,1,4.695019
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,835200.0,1,3.042912
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,24.0,1.0,1.0,1097280.0,1,7.6873559999999985
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,150.0,75.0,1.0,3337920.0,1,11.168582
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,849600.0,1,3.72567
0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,24.0,2.0,1.0,2093760.0,1,7.013027
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,16.0,1.0,1.0,849600.0,1,3.72567
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1624320.0,1,7.485057
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,24.0,1.0,1.0,964800.0,1,4.11341
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1252800.0,1,6.0352489999999985
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,2244960.0,1,4.374713
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,135.0,415.0,9.0,1350720.0,1,0.741762
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1327680.0,1,6.473563
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,24.0,1.0,1.0,1775520.0,1,1.6268200000000002
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,130.0,50.0,8.0,1880640.0,1,17.827586
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,100.0,50.0,20.0,2419200.0,2,24.908046
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,200.0,80.0,15.0,3041280.0,2,32.502682
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,195.0,70.0,10.0,1581120.0,1,7.9570880000000015
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,400.0,70.0,5.0,3725280.0,2,36.582375
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,4423680.0,2,24.090421
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,24.0,1.0,1.0,885600.0,1,2.132567
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,850.0,140.0,12.0,2556000.0,2,26.821456
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,22.0,6.0,3.0,1516320.0,1,7.729502
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,180.0,80.0,12.0,1543680.0,1,3.970115
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,300.0,40.0,1.0,3846240.0,2,34.281226000000004
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,200.0,40.0,21.0,1755360.0,1,8.572414
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24.0,3.0,3.0,977760.0,1,4.349425
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,1123200.0,1,5.327203
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,27.0,3.0,2.0,843840.0,1,2.469732
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1252800.0,1,0.261303
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,200.0,40.0,1.0,1252800.0,1,6.0352489999999985
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1533600.0,1,7.678927000000002
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,200.0,40.0,5.0,1563840.0,1,7.721073
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,3660480.0,1,15.661303
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,3219840.0,1,17.549425
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1396800.0,1,3.026054
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,907200.0,1,2.44023
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,2905920.0,1,6.199617
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,24.0,1.0,1.0,1094400.0,1,5.158621
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1050.0,200.0,15.0,3968640.0,2,20.592337
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,10.0,2203200.0,2,22.691188
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,4281120.0,2,23.761686
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,24.0,1.0,1.0,1671840.0,1,13.048276
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,50.0,30.0,10.0,3231360.0,2,34.727969
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,200.0,40.0,1.0,1080000.0,1,6.962452000000001
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1971360.0,1,11.564751
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,100.0,50.0,1.0,3800160.0,1,12.504598
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,100.0,40.0,6.0,1355040.0,1,12.348659
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,24.0,1.0,1.0,758880.0,1,2.908046
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,2583360.0,2,27.495785
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,8.0,1461600.0,1,3.809962
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,260.0,70.0,10.0,1628640.0,1,8.235249000000001
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,200.0,40.0,1.0,1764000.0,1,5.950958
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,60.0,25.0,10.0,1160640.0,1,5.044828
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,75.0,50.0,15.0,1375200.0,1,7.088889
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,300.0,100.0,1.0,5544000.0,1,0.598467
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,300.0,80.0,10.0,1175040.0,1,5.129119
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,100.0,40.0,8.0,1189440.0,1,5.698084
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,100.0,40.0,8.0,2903040.0,1,15.842529
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,300.0,10.0,10.0,3068640.0,1,14.380076999999998
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,80.0,8.0,1.0,1622880.0,1,3.477011
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,180.0,40.0,2.0,1398240.0,1,8.395402
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,100.0,50.0,1.0,2136960.0,2,21.831418
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,2030400.0,1,14.026054
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,100.0,40.0,1.0,2124000.0,1,11.19387
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1000.0,120.0,25.0,2701440.0,2,26.787739
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,400.0,40.0,1.0,2393280.0,1,5.006897
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,40.0,1.0,1.0,878400.0,1,1.833333
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,500.0,40.0,1.0,898560.0,1,2.781609
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,1.0,1.0,829440.0,1,3.72567
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,15.0,40.0,1.0,2391840.0,2,21.25
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3000.0,600.0,1.0,5544000.0,1,6.869732000000001
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.0,5.0,1.0,1399680.0,1,0.125
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,541.0,50.0,10.0,3297600.0,1,6.41908
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,150.0,40.0,1.0,1707840.0,1,6.16705
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,400.0,50.0,10.0,1641600.0,1,0.56129
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,150.0,40.0,1.0,2557440.0,1,16.292107
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,200.0,40.0,1.0,1782720.0,2,24.444444
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,800.0,2.0,2.0,908640.0,2,25.9
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,234.0,30.0,5.0,2259360.0,3,309.95
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,561.0,56.0,1.0,6494400.0,1,1.0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3000.0,600.0,1.0,4076640.0,1,1.35
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,400.0,80.0,1.0,2727360.0,2,24.6875
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,500.0,100.0,1.0,4093920.0,1,16.373635999999998
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,125.0,5.0,1.0,1185120.0,3,103.839286
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,40.0,7.0,2.0,1234080.0,1,6.3629999999999995
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14.0,3.0,1.0,4102560.0,1,7.417624000000001
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,200.0,10.0,1.0,1703520.0,1,7.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,32.0,6.0,1.0,2131200.0,2,68.7
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,50.0,40.0,5.0,1566720.0,2,51.625645
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,780.0,130.0,2.0,1562400.0,1,1.452103
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,100.0,18.0,1.0,2459520.0,1,18.725
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,350.0,70.0,1.0,3708000.0,1,0.3
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,350.0,160.0,2.0,2273760.0,1,2.687
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,20.0,5.0,1.0,1257120.0,1,0.875
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,222.0,65.0,1.0,3991680.0,1,4.5
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,220.0,50.0,1.0,2170080.0,1,5.875
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,322.0,50.0,10.0,1774080.0,1,1.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,24.0,1.0,1.0,345600.0,1,10.5005
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,628.0,100.0,1.0,3404160.0,1,1.5
0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,24.0,1.0,1.0,1010880.0,1,3.2960000000000003
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200.0,40.0,1.0,2122560.0,3,147.17241299999995
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,335.0,70.0,3.0,3120480.0,1,0.25
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4.0,1.0,1.0,4383360.0,1,0.5
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11.0,2.0,1.0,4078080.0,1,15.636015
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,130.0,62.0,1.0,3628800.0,1,13.725999999999999
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,50.0,52.0,1.0,2171520.0,1,1.1
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,300.0,1.0,1.0,9745920.0,1,3.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,300.0,40.0,1.0,5544000.0,1,0.063
